Title,Price,Rating
Social Studies Interactive Notebook | Print and Digital for Distance Learning,$15.00,"3,700"
Making Inferences Task Cards for Grades 1-2 Print and Digital with Audio Support,$3.19,"3,700"
Math Interactive Notebook Bundle for 3rd Grade,$50.00,"3,700"
Spelling Activities for Any List of Word Work Practice Vocabulary Worksheets,$8.95,"3,700"
100th Day of School Worksheets and Activities No Prep,$2.00,"3,700"
Sound Wall,$8.00,"3,700"
FREE Bio Poems Made Easy (Printable and Digital),$3.25,"3,700"
Monster Fun! Teaching Manners and Expectations,$21.00,"3,700"
My New Year's 2022 Resolution Craftivity,$10.00,"3,700"
Christmas and Holidays Around the World - Winter Holidays,$6.75,"3,700"
Secret Sight Words Centers - Fun Sight Word Games - Practice Letter Sounds too!,$13.50,"3,700"
Biography Report Informational Writing - Black History Month Biography Project,$3.99,"3,600"
All Year Count & Graph Shapes Worksheets incl. Spring & Summer Activity Pages,$4.75,"3,600"
Multiplying and Dividing Decimals Math Project,$3.25,"3,600"
Newsletter Templates Editable | Google Slides | English & Spanish | B&W,$5.50,"3,600"
Meet the Teacher Newsletter Template- EDITABLE Back To School,$5.50,"3,600"
"3D Shapes Nets - Build the Shape, Read the Shape EDITABLE",$6.00,"3,600"
Math Quick Checks - 4th Grade | Math Review Worksheets | Print & Digital,$9.75,"3,600"
"Classroom Memes Posters Editable {Back to School, Class Rules}",$6.00,"3,600"
5th Grade Language Interactive Notebook (aligned with the Common Core),$7.00,"3,600"
Fall Activities Math and Literacy Worksheets,$111.00,"3,600"
Main Idea and Supporting Details Summer Reading Comprehension Passages Ocean +,$6.00,"3,600"
Sight Word ENDLESS MEGA Bundle,$10.00,"3,600"
Math Centers Rotation Board Printable Display,$12.00,"3,600"
"RtI: Response to Intervention ""If, Then"" Reading Interventions Menu",$5.00,"3,600"
Sight Words Popcorn Words activities for centers and Word Work set 1,$16.00,"3,600"
APL Fonts Growing Bundle,$46.00,"3,600"
Amy Groesbeck Fonts: Volume Four,$6.00,"3,600"
Book Bin Labels | Editable Name Tags | Classroom Jobs,$5.75,"3,600"
Guided Reading Binder,$34.50,"3,500"
"Classroom Labels - Real Photos for Preschool, Pre-K, Kinder, & 1st Grade",$8.00,"3,500"
EDITABLE Back to School Parent Handbook Information Flip Book (No Cut),$5.00,"3,500"
Author's Purpose - It's All About PIE - Anchor Charts,$3.25,"3,500"
"Hands-On Exploration Tubs (Fine Motor, Morning Work, Morning Tubs)",$20.00,"3,500"
Fiction Reading Comprehension Passages,$4.99,"3,500"
Flipping for Phonics Guided Reading Flip Books,$13.50,"3,500"
5th Grade ELA Assessments Reading Comprehension Passages and Questions - Writing,$42.00,"3,500"
Alphabet Directed Drawing Activities,$9.00,"3,500"
Noise Level Monitoring System,$6.00,"3,500"
END OF THE YEAR Activities: Fun & Fresh!,$6.00,"3,500"
Weekly Multiplication Games | Print and Digital,$5.95,"3,500"
2nd Grade Magic of Math Unit 1: Place Value,$16.00,"3,500"
Comparing Texts Task Cards | Digital and Printable,$5.99,"3,500"
Name Activities for the beginning of the school year,$5.00,"3,500"
"Main Idea Bundle (4th, 5th, and 6th grade)",$24.48,"3,500"
Calendar Math Notebook and Worksheets | Kindergarten First Grade and Spanish,$18.00,"3,500"
Educational Songs,$20.00,"3,500"
"Back to School Gift Tags Editable Open House, Meet the Teacher Student Gift Tags",$2.75,"3,500"
Reading Comprehension Anchor Charts and Posters (vol 1).,$4.50,"3,500"
Interactive Notebook Templates,$6.99,"3,500"
"Fix It Up! Sentences for Grammar, Sight Words & Handwriting",$8.50,"3,400"
STOP! Teach THIS lesson before introducing telling time to the hour!,$6.00,"3,400"
A List of Character Traits,$67.00,"3,400"
Phonemic Awareness (The Bundle),$3.00,"3,500"
Story Elements Task Cards | Digital and Printable,$8.00,"3,400"
End of the Year Memory Book - First Grade,$6.00,"3,500"
Sentence Writing and Cut and Paste Sentence Structure,$6.00,"3,400"
"Main Idea & Supporting Details Activities, Worksheets, and Graphic Organizers",$3.50,"3,400"
"STEM I Can Build Cards, Books, and Anchor Charts",$12.00,"3,400"
Christmas and Holidays Around the World Lapbook Bundle | Winter Holidays,$6.00,"3,400"
Apples! Math and Literacy Activities,$3.00,"3,400"
Thanksgiving Turkey Craft,$6.00,"3,400"
Classroom Decor Classroom Rules with Writing Activities,$4.50,"3,400"
"Beginning Sounds (Color, Cut and Paste!)",$13.98,"3,400"
Fiction & Nonfiction Reading Response | Graphic Organizers | Literacy Centers,$40.00,"3,400"
"Teacher Planner Templates EDITABLE - Teacher Binder - Google, Excel & Numbers",$80.00,"3,400"
Reading Comprehension Passages and Questions 2nd Grade Toothy® Task Cards,$8.00,"3,400"
Sub Tub & Substitute Binder Resources!,$7.75,"3,400"
Silly Sentences for Work Stations,$21.50,"3,400"
Math Intervention Binder No Prep,$6.50,"3,400"
President's Day,$16.50,"3,400"
Rooted in Reading 2nd Grade October (1st Edition),$6.50,"3,400"
Spelling Tab-Its® Volume 1 [Use with ANY SPELLING LIST] | Distance Learning,$8.00,"3,400"
Perimeter and Area Task Cards | Printable and Digital,$3.49,"3,400"
Context Clues Task Cards | Digital and Printable,$3.00,"3,400"
Piggy Shape Graph!,$24.00,"3,400"
Grammar Interactive Notebooks | Parts of Speech | Grammar Review | Adjectives,$10.50,"3,400"
Common Core Math Assessments for 1st Grade,$7.25,"3,400"
Greek Mythology Unit Based on Common Core Standards,$3.99,"3,400"
Halloween Math Project | Halloween Activities,$4.00,"3,400"
INSTANT ELA Tool Kit,$5.00,"3,400"
Word Work for Upper Elementary / No-prep vocabulary center,$10.50,"3,400"
3rd Grade Math Assessments | 2 Assessments for Each Standard | Print & Digital,$9.99,"3,400"
Letter of the Week Bundle - 6 activities per letter - Worksheets & Printables,$3.50,"3,400"
Class Values Banners - Community Character Building Display,$5.00,"3,400"
Classroom Management Picture Directions Visual Cue Cards,$2.50,"3,400"
Classroom Rules Posters | Classroom Expectations Black Background,$25.00,"3,400"
Personal Narrative Writing Unit THIRD GRADE,$4.00,"3,400"
First Day of Kindergarten Lesson Plans Back to School Activities and Awards,$7.00,"3,400"
September NO PREP Math and Literacy (2nd Grade),$31.50,"3,400"
Kindergarten Math Journal Prompts | The BUNDLE,$12.00,"3,400"
2nd Grade Reading Comprehension Passages and Questions Print and Digital,$10.00,"3,400"
Back to School First Week Fun Pack,$2.00,"3,400"
Mother's Day Paper Bag Book,$3.25,"3,400"
"St. Patrick's Day Craft | ""I am lucky"" Clover Bulletin Board | March Craftivity",$54.00,"3,400"
1st Grade Teachers Taking Back Their Weekends BUNDLED,$12.00,"3,400"
"All About Me Activities, Graphs, and More for Preschool, Pre-K, and Kindergarten",$4.50,"3,300"
Personal Narrative Writing Unit | Writing Workshop | Print and Digital,$10.25,"3,300"
Guided Math Rotation Board,$7.75,"3,300"
Place Value Posters,$4.00,"3,300"
Writing Through the Year Unit 3,$18.00,"3,300"
Borders Clipart MEGA Pack {Creative Clips Clipart},$5.00,"3,300"
Fluency Passages & Comprehension | Science & Social Studies | Print and Digital,$12.00,"3,300"
Bloom's Buttons,$5.00,"3,300"
Summarizing Paraphrasing Quoting | Digital and Printable,$3.99,"3,300"
Writing Center | Kindergarten and 1st grade AUGUST and SEPTEMBER,$8.00,"3,300"
Weather Unit,$6.50,"3,300"
Reading Comprehension Game: Read-Opoly,$2.00,"3,300"
Being a Guided Reading Wizard,$8.50,"3,300"
Addition & Subtraction to 20 Math Facts Fluency & Fitness® Brain Breaks,$8.50,"3,300"
Informative writing for First Grade: All About Book,$6.50,"3,300"
Prefix and Suffix of the Week,$8.00,"3,300"
"Kindergarten Math Unit 1 - 2D & 3D Shapes, Same & Different, Counting, Numerals",$12.00,"3,300"
Writing and Word Work Cards,$5.00,"3,300"
Native American Unit | Indigenous People | Digital and Printable | GOOGLE,$11.99,"3,300"
Sight Word Practice PRE-PRIMER (Trace it. Write it. Build it. Find it. Use it.),$5.00,"3,300"
Common Core Standards Math Quick Assessments,$3.00,"3,300"
Sequencing Task Cards | Digital and Printable,$7.00,"3,300"
Main Idea Print and Digital 4th and 5th Grades,$6.00,"3,300"
Kindergarten Teachers Taking Back Weekends BUNDLED,$54.00,"3,300"
First Grade Math Unit 15 Telling Time to the Hour and Half Hour Activities,$17.00,"3,300"
Analyzing Firsthand and Secondhand Accounts,$4.99,"3,300"
Digraphs SH TH Worksheets and Activities {NO PREP} Phonics,$5.00,"3,300"
Word Work Literacy Center,$3.50,"3,300"
Short Vowels Activities and Worksheets No Prep BUNDLE (A E I O U) Phonics,$20.00,"3,300"
Multiplication Interactive Notebook for 3rd grade,$5.00,"3,300"
"Coordinate Plane Graphing Pictures: Spring, Summer & End of Year Math Activities",$19.50,"3,300"
Christmas Math Project : Christmas Math Activities,$4.99,"3,300"
Reading Comprehension Strategy Resource Binder,$12.00,"3,300"
End of the Year Inspirational Quotes Printables | Inspirational Posters,$8.00,"3,200"
Camp Read a Lot | Camping in the Classroom Activities | End of Year Activities,$150.00,"3,300"
Guided Phonics + Beyond A SCIENCE OF READING BASED SOR CURRICULUM + SOUND WALL,$6.00,"3,200"
Math Interactive Notebook 4th Grade Fractions,$17.00,"3,200"
190 Classroom Community Prompts (#Miss5thsWhiteboard Morning Message),$8.00,"3,300"
Kindergarten CVC Word Phonics and Guided Reading Comprehension Passages: Level C,$15.00,"3,200"
Holidays around the World : Christmas around the world journal crafts powerpoint,$3.50,"3,200"
Teacher! Teacher! How do I spell.....?,$27.50,"3,200"
"Context Clues Bundle of Activities (4th, 5th, and 6th)",$7.00,"3,200"
Classroom Reward Coupons - Positive Behavior Management - Back to School,$4.00,"3,200"
"Contractions PowerPoint / Google Slides, Worksheets, Posters, & More!",$5.00,"3,200"
Parent Teacher Conferences EDITABLE,$31.80,"3,200"
3rd Grade Morning Work • Third Grade Spiral Review + Google Classroom,$3.00,"3,200"
Facebook Character Page -- Versatile Activity for any Character,$3.50,"3,200"
Short Text for Teaching Text Structure {Vol.1} 21st Century Informational Text,$8.00,"3,200"
Christmas Math Activity: Christmas CSI Math- Who Stole Santa's Sleigh?,$5.95,"3,200"
Holidays Around the World | Holidays Around the World for Older Kids,$20.00,"3,200"
Interactive Math Notebook and Problem Solving Pack CCSS 1st and 2nd,$12.00,"3,200"
Guided Reading Kindergarten Curriculum MEGA BUNDLE,$98.00,"3,200"
First Grade Math Unit 18 Fractions Activities Worksheets & Games,$17.00,"3,200"
"ABC Order, Rhyme, Making Words - Cookie Sheet Activities Volume 1",$7.75,"3,200"
Math Word Wall 3rd Grade - Vocabulary Cards,$7.00,"3,200"
Kindergarten and First Grade Writing Activities with Adjectives,$6.00,"3,200"
"Cycles for Phonology Toolkit - Assessment, Progress Monitoring, & Intervention",$25.00,"3,200"
Addition and Subtraction Color by Number Bundle - Summer Coloring Pages,$16.00,"3,200"
"American Symbols {BUNDLE} Informational Reading, Art, and so much more",$8.00,"3,200"
Main Idea Craftivity,$3.00,"3,200"
Whack a Word,$5.00,"3,200"
Reading Exit Ticket Bundle THIRD GRADE,$12.00,"3,200"
Place Value Activities,$7.00,"3,200"
Amy Groesbeck Fonts: Volume Three,$6.00,"3,200"
Behavior Chart | Editable Clip Chart | Classroom Management,$4.75,"3,200"
Editable Parent Handbook | Dual Tab Flip Book | Back to School Handbook,$4.00,"3,200"
Reading Comprehension Questions for Any Book Task Cards plus Google Digital,$4.98,"3,200"
Rooted in Reading 2nd Grade August (1st Edition),$16.50,"3,200"
"Landforms Activities, Map Skills, and Writing Project",$8.75,"3,200"
Brag Tags Editable (45 Templates!) | Digital Stickers,$4.00,"3,200"
Growth Mindset Posters,$6.25,"3,200"
Multiplication Centers - Activities and Games to Practice Math Facts,$9.00,"3,200"
R.E.A.D. Strategy Posters - Thoughtful Reading Strategy,$3.50,"3,200"
Escape Room - Team Building - Any Content,$5.00,"3,100"
"Rocks and Minerals Unit, Worksheets, Reading Passages, Comprehension, Task Cards",$8.00,"3,200"
Font Fun!,$8.00,"3,200"
Using Pictures for Reading Skills BUNDLE | Digital and Printable,$22.56,"3,100"
KinderStart® Curriculum,$12.00,"3,200"
"Simple Fraction Activities, Assessments, and Worksheets",$10.00,"3,100"
Kindergarten Goals (Kindergarten Common Core I Can Statement Overview),$3.00,"3,100"
No Prep Intervention Binder BUNDLE ELA and MATH Distance Learning,$43.00,"3,100"
Kindergarten Home Learning Packet NO PREP Distance Learning,$8.00,"3,100"
Fraction Activities,$7.00,"3,100"
The M&M Game,$2.00,"3,100"
Eclipse Activities : Lunar Eclipse & Solar Eclipse,$5.00,"3,100"
"Parent Teacher Conference Forms | Reminders, Sign Up Sheets, Reports and MORE",$16.50,"3,100"
"Scientific Method, Science Tools, Measurement, & Skittles Experiment 4th 5th 6th",$6.00,"3,100"
"2D Shapes Unit for Preschool, Pre-K, and Kindergarten",$14.00,"3,100"
Poetry Unit - 21 Patterns that are perfect for writing poems - Digital or Print,$6.98,"3,100"
Read and Reveal Blending and Segmenting to Decode CVC Words Reading Intervention,$6.00,"3,100"
"Editable Sight Word Activities Read It, Build It, Write It",$3.25,"3,100"
First Day of Kindergarten | First Day of School,$5.00,"3,100"
"Decoding Strategy Task Card Bundle-Includes 7 Strategies, Posters, and More!",$21.00,"3,100"
Reading Comprehension - Response Journals - Notebooks - Digital - Editable,$7.50,"3,100"
Reading Strategies Posters & Graphic Organizers,$9.75,"3,100"
INSTANT Digital Games 275 PRE-LOADED TO SEESAW AND GOOGLE SLIDES READY™ GAMES,$50.00,"3,100"
Adding and Subtracting Decimals Math Project,$3.99,"3,100"
Back to School Activities: Kindergarten Math and Literacy,$10.00,"3,100"
STEM Challenge: Build Toothpick Structures (Distance Learning),$5.00,"3,100"
Phonics Intervention Pack,$22.75,"3,100"
Back to School Activities,$10.50,"3,100"
Reading Comprehension Bookmarks with Questions and Sentence Frames,$6.37,"3,100"
Polka Dot Word Wall Words - Editable,$3.50,"3,100"
Digraphs,$6.50,"3,100"
"Daily Story Word Problems: Kindergarten, First & Second Grade",$5.00,"3,100"
Handprint Calendar Gift,$8.00,"3,100"
32 Sight Word Games - EDITABLE,$20.00,"3,100"
Point of View Activities with Google Slides™ Activities for Distance Learning,$8.00,"3,100"
Regions of the United States: 5 Units Print and Digital Bundle Distance Learning,$45.00,"3,100"
Paragraph Writing Bundle Print and Digital Google Classroom™,$16.75,"3,100"
"Dr. Martin Luther King, Jr. Collaborative Poster | Black History Month Activity",$6.49,"3,100"
End of the Year Review Booklet for 2nd Grade,$4.50,"3,100"
Hot Chocolate Craft and Worksheets | Winter Activities,$3.50,"3,100"
Tessellation Christmas Tree: Collaborative Christmas Activity & Christmas Craft,$5.99,"3,100"
Math Interactive Notebook 4th Grade Number & Operations in Base Ten,$5.00,"3,000"
KinderWriting® Kindergarten Writing Curriculum BUNDLED | Homeschool Compatible |,$108.00,"3,000"
Subitizing Number Sense,$6.00,"3,100"
KinderSocialStudies Kindergarten Social Studies Curriculum Bundle,$50.00,"3,000"
Phonics Worksheets - The Bundle,$40.00,"3,000"
Kindergarten Morning Tubs Bundle,$77.00,"3,000"
Sight Word Fluency Phrase Books Bundle,$13.50,"3,000"
Interactive Math Notebook for Kindergarten BUNDLE: Daily entries for a YEAR,$27.00,"3,000"
Nonfiction Activities | Graphic Organizers | Worksheets | Text Features,$6.25,"3,000"
Editable Class List | Grading List | Autopopulate Checklist |Digital and Print,$6.00,"3,000"
Nonfiction Text Features Foldable Craftivity | PDF & Digital |,$3.50,"3,000"
Two-Step Word Problem Task Cards,$2.00,"3,000"
5th Grade Math Homework - Math Worksheets,$5.00,"3,000"
Informational Text CLOSE READING Passage Pack for Interactive Notebooks 4-8,$11.99,"3,000"
"Writing Bundle: Personal Narrative, Informational, Opinion & Fiction 3RD GRADE",$100.00,"3,000"
First Day of School Investigate the Teacher Activity - Engaging - Print/Digital,$2.00,"3,000"
Classroom Kindness Challenge,$5.99,"3,000"
Fact & Opinion Sort Literacy Centers Text Detective Comprehension Activities,$4.50,"3,000"
Tattling vs. Reporting - Classroom Behavior Management (Picture version too!),$2.00,"3,000"
"Problem Solving Solutions - Visual Support Posters, Song, and Strategies",$3.00,"3,000"
Christmas Activities & Countdown Gifts Grades 2-3 | Print & Digital,$7.50,"3,000"
Back to School Third Day of Third Grade,$2.00,"3,000"
"Read It, Build It, Write It Sight Words - Also Includes an Editable Template!",$3.50,"3,000"
Send Home Science Kits for STEM,$5.00,"3,000"
"STEM I Can Build Cards, Books, and Anchor Charts BUNDLE",$36.50,"3,000"
Landforms & Map Skills Unit BUNDLE,$10.00,"3,000"
EDITABLE Name Dot It,$1.00,"3,000"
End of the Year Activities Memory Lapbook,$5.50,"3,000"
Holidays Around the World Unit {Part 1},$12.00,"3,000"
Alphabet Poems for Shared Reading (26 Poems) & Additional Poetry Activities,$4.00,"3,000"
EDITABLE Classroom Jobs - Class Helpers and Leaders,$8.00,"3,000"
August-June Calendar Journal - {Editable},$3.00,"3,000"
Digital Math Toothy® Task Cards Bundle 1st & 2nd Grade Distance Learning Games,$270.00,"3,000"
24 Directed Drawings for the School Year,$9.50,"3,000"
All Year Math and Literacy NO PREP The BUNDLE (Kindergarten),$34.00,"3,000"
Calendar Ten Frames - UPDATED!,$5.00,"3,000"
Informational Writing Unit | Writing Workshop | Print and Digital,$10.25,"3,000"
Wonder R.J. Palacio Novel Study Link for Google Slides™ Distance Learning,$9.00,"3,000"
END OF YEAR ACTIVITY animal research project report graphic organizer template,$9.99,"3,000"
Long Vowels All-in-One Reading Passages | Distance Learning,$4.50,"3,000"
Weekly To Do List editable,$5.00,"3,000"
Social Skills Printables for Students with Autism & Similar Special Needs,$4.00,"2,900"
EE EA Worksheets & Activities {NO PREP!} Long E Vowel Teams Worksheets (Pairs),$5.00,"3,000"
Writing Poetry in the Primary Grades,$7.25,"2,900"
Sentence Writing Activities and Task Cards,$5.95,"3,000"
"Thanksgiving STEM Challenges (November)-Dinner Table, Turkey Hideout, Mayflower",$8.00,"2,900"
Christmas Activities | 12 Days of Christmas Countdown | Christmas Bundle,$13.00,"3,000"
Jan Brett Author Study for K-1,$6.00,"2,900"
Editable Classroom Rules and Expectations with Activities,$6.00,"2,900"
Math Intervention Activities and Worksheets for Kindergarten and First Grade RTI,$14.99,"2,900"
Reading Notebook Anchor Charts {Literature},$10.00,"2,900"
Long Division Error Analysis | Digital and Printable,$3.00,"2,900"
Animal Reports | A Lapbook & Animal Research Project | Informational Writing,$6.75,"2,900"
Write On! Unit 1: Boot Camp (Back to School Writing Lessons for 2/3 Grades),$15.50,"2,900"
Context Clues Nonfiction - 2nd RI.2.4 & 3rd RI.3.4 - Print & Digital RI2.4 RI3.4,$6.00,"2,900"
Short Vowels Reading Passages Fluency Reading Comprehension Puzzles (Sequencing),$5.00,"2,900"
School Rules Pocket Chart Sort (Back to School Beginning of the Year Activity),$2.50,"2,900"
End of the Year Activity Mystery Game for the Whole Class,$5.89,"2,900"
Nonfiction Text Features: Images - RI.2.7 & RI.3.7 - Print & Digital RI2.7 RI3.7,$6.50,"2,900"
Greek Mythology Stories and Activities (aligned with CCSS),$13.50,"2,900"
Text Message Analysis Making Inferences Activity,$3.00,"2,900"
Alphabet Practice Pages • Letter Tracing Handwriting Worksheets & Alphabet Book,$15.00,"2,900"
Leveled Reading Passages with Comprehension Questions Bundle Distance Learning,$28.00,"2,900"
Water Bottle Flip STEM Challenge,$5.95,"2,900"
Reading Intervention Program: Set 1-E-G | Distance Learning | Google Classroom,$21.00,"2,900"
"Stellaluna Activities Print & Digital | Mini-Lessons, Power Point, Google Slides",$8.75,"2,900"
Back to School Activities to Build Community for Beginning of the Year,$5.00,"2,900"
Graphing and Data Math Project | Digital and Printable,$3.99,"2,900"
Johnny Appleseed {Craftivities & Printables},$6.50,"2,900"
TEACHER RESUME Template MS Word • Apple Pages + Educator Resume Writing Guide,$8.00,"2,900"
Sub Plan Templates | EDITABLE,$5.00,"2,900"
Mother's Day,$3.50,"2,900"
Long Vowels Worksheets and Activities No Prep Packs BUNDLE (A I O U CVCe plus),$19.00,"2,900"
Reading Intervention Kindergarten & First Grade | Letter Sounds | Back to School,$14.99,"2,900"
Color By Number Sense Activities,$3.15,"2,900"
First Grade Math Unit 16 Graphing and Data Analysis Activities Worksheets Games,$17.00,"2,900"
HOTS (Higher Order Thinking Skills) Reading Response Sheets,$6.50,"2,900"
January NO PREP Math and Literacy (2nd Grade),$7.00,"2,900"
Common Core Assessment Pack - ELA Grade 2,$10.25,"2,900"
Editable Labels | Teacher Toolbox Labels | Sterilite Drawers | Classroom Decor,$4.95,"2,900"
4th Grade ELA Assessments Reading Comprehension Passages and Questions - Writing,$42.00,"2,900"
First Day Slides- Using Memes to go over Classroom Rules,$5.00,"2,900"
BB Fonts- The GROWING Bundle,$43.50,"2,900"
The Special Educator's Everything Binder (SPED Teacher Lesson Planner),$15.00,"2,900"
Sentence Building 1 - Writing Sight Word Sentences Worksheet Practice for 1st,$6.95,"2,900"
"DOLLAR DEAL! Gingerbread Man Printables, Activities, and Christmas Craft",$1.00,"2,900"
Let's Build Number Sense: Numbers to 120,$8.00,"2,900"
How to Catch a Leprechaun Writing Craft,$4.50,"2,900"
R Blends Worksheets and Activities No Prep Pack (Beginning Blends),$5.00,"2,900"
"Monthly Task Box Bundle (For Pre K, Kindergarten & Special Education)",$84.00,"2,900"
3rd Grade I CAN Math Games | Math Centers BUNDLE,$34.90,"2,900"
Opinion Writing,$8.00,"2,900"
KinderLiteracy® Kindergarten Close Read Curriculum BUNDLE Homeschool Compatible,$98.00,"2,900"
Editable Subject Banner – Black and White,$3.50,"2,900"
Point of View Task Cards | Beginner Set | Print & Digital | Google Apps & Easel!,$3.28,"2,900"
Place Value Activity | Digital and Printable,$3.25,"2,900"
Opinion Writing Unit,$6.50,"2,800"
"Writing Center (Kindergarten, First Grade, Second Grade)",$10.00,"2,800"
Kindergarten Morning Work Independent Worksheets Set One,$10.00,"2,900"
Name Writing Practice Editable : Name Tracing and Writing Pages Kindergarten,$4.50,"2,800"
Math Quick Checks - 3rd Grade | Math Review Worksheets | Print & Digital,$5.50,"2,800"
Plot Task Cards or Worksheets in Print and Digital with TpT Easel,$4.00,"2,800"
February Activities and Printables Freebie,$5.00,"2,900"
February NO PREP Journal Prompts for Beginning Writers,$24.00,"2,800"
Reading Comprehension Passages and Questions Text Evidence Bundle + Digital,$40.00,"2,800"
KinderScience® Kindergarten Science Curriculum | Homeschool Compatible |,$32.00,"2,800"
3rd Grade Close Reading - Informational & Literature BUNDLE (DISTANCE LEARNING),$4.00,"2,800"
Short A Worksheets and Activities {NO PREP!} Short Vowel Worksheets,$5.00,"2,800"
Back to School Night Brochure | Meet the Teacher | Open House,$7.00,"2,800"
Workin' On Word Problems,$8.50,"2,800"
Name Practice Activities EDITABLE,$22.75,"2,800"
Fraction Task Cards Bundle | Digital and Printable,$8.50,"2,800"
No Prep Area and Perimeter | Print and Digital,$7.00,"2,800"
September NO PREP Packet (Preschool),$5.00,"2,800"
March NO PREP Journal Prompts for Beginning Writers,$5.75,"2,800"
Sight Word Activities with Pattern Blocks {220 Pages + Editable Page!},$2.50,"2,800"
Back to School All About Me for Beginning of Year,$4.00,"2,800"
Pencil Box Name Tags English & Spanish,$10.00,"2,800"
5th Grade Math Assessments - Common Core - Teaching Notes - Fifth Tests,$80.00,"2,800"
Editable Teacher Binder and Planner: FREE UPDATES & Google Compatible!,$22.00,"2,800"
1st Grade Reading Comprehension Passages and Questions | Summer,$4.95,"2,800"
Christmas Reading Comprehension: Rudolph the Reindeer Mystery Christmas Activity,$8.00,"2,800"
Ending Blends Worksheets and Activities (Final Consonant Blends),$7.00,"2,800"
4th Grade Math Assessments - Common Core - Teaching Notes - Print and Digital,$10.00,"2,800"
Idioms of the Week; A School Year of Idioms!,$7.50,"2,800"
1st Grade Math Spiral Review & Quizzes | Homework or Morning Work,$39.96,"2,800"
Fact and Opinion Task Cards | Print & Digital | Google | Easel Self-Checking,$3.28,"2,800"
Money,$9.50,"2,800"
Let's Make a Pilgrim! Thanksgiving Pilgrim Craft and Writing Activity,$4.50,"2,800"
"Force and Motion Pushes and Pulls (Books, Experiments, Activities, & Printables)",$3.60,"2,800"
Math Interactive Notebook: 3rd Grade Common Core ALL STANDARDS BUNDLE,$77.50,"2,800"
5th Grade Math Centers - with Digital Math Activities for Distance Learning,$58.00,"2,800"
"The Original Task Box Bundle (for Pre-K, kindergarten, & Special Education)",$28.00,"2,800"
Summer Math Review Color by Number Packet End of the Year Activities Math Facts,$28.00,"2,800"
Making Inferences | Reading Strategies | Inferencing Activities | Mystery Mail,$5.50,"2,800"
Alphabet Bundle: Phonics and Phonemic Awareness,$18.00,"2,800"
1st Grade Guided Reading Comprehension Passages and Questions Levels G & H,$8.00,"2,800"
AR R Controlled Vowels Phonics Lesson Bossy R for Kindergarten and First Grade,$6.00,"2,800"
Rainbow Classroom Job Chart,$3.00,"2,800"
Patriotic Agamographs | Great July 4th Activity | Remembrance Day (Canada),$6.49,"2,800"
Math Reflection Questions and Prompts,$5.50,"2,800"
Christmas Around the World Scrapbook & Craft Pack,$8.00,"2,800"
"Grammar Worksheet Bundle - Nouns, Adjectives, Verbs, Punctuation and more!",$13.50,"2,800"
Chocolate Fever Novel Unit,$5.75,"2,800"
WH Question Flip Cards,$5.00,"2,800"
Rooted in Reading 2nd Grade December (1st Edition),$16.50,"2,800"
Engagement Made Easy: Back to School Activities,$8.50,"2,800"
L Blends Worksheets and Activities (Beginning blends),$5.00,"2,800"
Math Centers Bundle FOURTH GRADE,$49.50,"2,800"
KinderCalendar: Kindergarten Calendar Curriculum | Homeschool Compatible |,$18.00,"2,700"
Rooted in Reading 2nd Grade November (1st Edition),$16.50,"2,700"
Reward Coupons for Positive Classroom Management (Editable!),$9.00,"2,700"
April NO PREP Math and Literacy (2nd Grade),$7.00,"2,800"
First Week of School and First Day of School Activities,$7.49,"2,700"
Compare and Contrast Themes and Topics Across Cultures | Teaching Theme,$6.50,"2,700"
"Literacy Stews - Cooking Up Letters, Sounds, Sight Words, & Names",$9.00,"2,700"
2nd Grade ELA Common Core- (ALL STANDARDS) Assessment Pack- 329 pages,$14.50,"2,700"
Guided Reading Flip Flaps® for Interactive Notebooks,$9.00,"2,700"
"Plant Investigation Unit: All About Plants, Life Cycle and Needs!",$5.00,"2,700"
"First Day Jitters Book Companion Activities (Worksheets, Reading, Study)",$5.00,"2,700"
Math Interactive Notebook 4th Grade Geometry,$4.50,"2,700"
Editable Substitute Binder Forms for your sub tub teacher planner PRINT + GOOGLE,$17.98,"2,700"
Mother's Day Card {A Flip the Flap Flower Card for Mom and Mum},$3.50,"2,700"
Bulletin Board Kit with Letters - Classroom Community Quote,$4.00,"2,700"
Parts of Speech Flipbook,$5.00,"2,700"
AI AY Worksheets and Activities {NO PREP!} Long A Vowel Teams Worksheets (Pairs),$6.50,"2,700"
Number Anchor Charts {1-20},$5.00,"2,700"
Reading Log for Thinking and Responding,$7.00,"2,700"
March NO PREP Math and Literacy (2nd Grade),$8.50,"2,700"
Arctic Animals Math and Literacy Fun,$62.75,"2,700"
"Theme Boards-Book Theme Posters, Organizers & Anchor Charts | Distance Learning",$6.50,"2,700"
October NO PREP Math and Literacy (2nd Grade),$7.00,"2,700"
"HUGE Seller's Toolkit Bundle #2! Digital Papers, Borders, Frames, and Accents",$5.00,"2,700"
Back to School Activity - Would You Rather Game!,$4.25,"2,700"
Interactive Notebook Alphabet,$7.00,"2,700"
"Camping Capers {Math, Literacy, & Science Activities}",$9.25,"2,700"
FREE BORDERS {Creative Clips Digital Clipart},$3.50,"2,700"
Context Clues Project | Context Clues Activitites,$10.00,"2,700"
Monster Marketplace - Classroom Economy System - Class Dojo,$51.00,"2,700"
